pid,n_sessions,n_transitions,first_session_id,last_session_id,first_state,last_state,state_sequence,session_id_sequence,has_minimal_state,has_purchase_anomaly,update_window_sessions
p9323,12,11,p9323_s0001,p9323_s0012,0,4,0 1 3 2 1 2 3 4 4 4 2 4,p9323_s0001 p9323_s0002 p9323_s0003 p9323_s0004 p9323_s0005 p9323_s0006 p9323_s0007 p9323_s0008 p9323_s0009 p9323_s0010 p9323_s0011 p9323_s0012,True,False,5
p9324,4,3,p9324_s0001,p9324_s0004,0,1,0 2 1 1,p9324_s0001 p9324_s0002 p9324_s0003 p9324_s0004,False,False,0
p9325,47,46,p9325_s0001,p9325_s0047,4,4,4 1 2 1 1 1 2 1 1 2 3 3 2 1 2 2 1 1 1 2 2 1 2 1 1 2 2 2 2 2 2 1 1 1 1 2 1 1 1 2 4 2 2 4 4 4 4,p9325_s0001 p9325_s0002 p9325_s0003 p9325_s0004 p9325_s0005 p9325_s0006 p9325_s0007 p9325_s0008 p9325_s0009 p9325_s0010 p9325_s0011 p9325_s0012 p9325_s0013 p9325_s0014 p9325_s0015 p9325_s0016 p9325_s0017 p9325_s0018 p9325_s0019 p9325_s0020 p9325_s0021 p9325_s0022 p9325_s0023 p9325_s0024 p9325_s0025 p9325_s0026 p9325_s0027 p9325_s0028 p9325_s0029 p9325_s0030 p9325_s0031 p9325_s0032 p9325_s0033 p9325_s0034 p9325_s0035 p9325_s0036 p9325_s0037 p9325_s0038 p9325_s0039 p9325_s0040 p9325_s0041 p9325_s0042 p9325_s0043 p9325_s0044 p9325_s0045 p9325_s0046 p9325_s0047,True,False,4
p9326,1,0,p9326_s0001,p9326_s0001,0,0,0,p9326_s0001,False,False,0
p9327,1,0,p9327_s0001,p9327_s0001,4,4,4,p9327_s0001,True,False,0
p9328,5,4,p9328_s0001,p9328_s0005,0,1,0 2 1 1 1,p9328_s0001 p9328_s0002 p9328_s0003 p9328_s0004 p9328_s0005,False,False,0
p9329,10,9,p9329_s0001,p9329_s0010,0,4,0 1 1 1 1 2 3 1 1 4,p9329_s0001 p9329_s0002 p9329_s0003 p9329_s0004 p9329_s0005 p9329_s0006 p9329_s0007 p9329_s0008 p9329_s0009 p9329_s0010,True,False,0
p933,6,5,p933_s0001,p933_s0006,0,2,0 2 3 1 1 2,p933_s0001 p933_s0002 p933_s0003 p933_s0004 p933_s0005 p933_s0006,False,False,0
p9330,2,1,p9330_s0001,p9330_s0002,0,1,0 1,p9330_s0001 p9330_s0002,False,False,1
p9331,1,0,p9331_s0001,p9331_s0001,0,0,0,p9331_s0001,False,False,0
p9332,8,7,p9332_s0001,p9332_s0008,0,2,0 2 1 2 2 1 1 2,p9332_s0001 p9332_s0002 p9332_s0003 p9332_s0004 p9332_s0005 p9332_s0006 p9332_s0007 p9332_s0008,False,False,1
p9333,7,6,p9333_s0001,p9333_s0007,0,2,0 1 3 1 2 1 2,p9333_s0001 p9333_s0002 p9333_s0003 p9333_s0004 p9333_s0005 p9333_s0006 p9333_s0007,False,False,1
p9334,9,8,p9334_s0001,p9334_s0009,0,1,0 1 1 1 1 1 1 1 1,p9334_s0001 p9334_s0002 p9334_s0003 p9334_s0004 p9334_s0005 p9334_s0006 p9334_s0007 p9334_s0008 p9334_s0009,False,False,0
p9335,2,1,p9335_s0001,p9335_s0002,0,2,0 2,p9335_s0001 p9335_s0002,False,False,0
p9336,57,56,p9336_s0001,p9336_s0057,0,1,0 2 3 1 3 2 2 3 1 2 2 3 3 1 1 2 3 3 3 3 4 3 3 3 1 3 3 3 3 3 3 3 3 2 2 3 3 1 3 3 3 3 3 3 3 3 3 1 3 3 3 3 3 4 4 2 1,p9336_s0001 p9336_s0002 p9336_s0003 p9336_s0004 p9336_s0005 p9336_s0006 p9336_s0007 p9336_s0008 p9336_s0009 p9336_s0010 p9336_s0011 p9336_s0012 p9336_s0013 p9336_s0014 p9336_s0015 p9336_s0016 p9336_s0017 p9336_s0018 p9336_s0019 p9336_s0020 p9336_s0021 p9336_s0022 p9336_s0023 p9336_s0024 p9336_s0025 p9336_s0026 p9336_s0027 p9336_s0028 p9336_s0029 p9336_s0030 p9336_s0031 p9336_s0032 p9336_s0033 p9336_s0034 p9336_s0035 p9336_s0036 p9336_s0037 p9336_s0038 p9336_s0039 p9336_s0040 p9336_s0041 p9336_s0042 p9336_s0043 p9336_s0044 p9336_s0045 p9336_s0046 p9336_s0047 p9336_s0048 p9336_s0049 p9336_s0050 p9336_s0051 p9336_s0052 p9336_s0053 p9336_s0054 p9336_s0055 p9336_s0056 p9336_s0057,True,False,5
p9337,1,0,p9337_s0001,p9337_s0001,0,0,0,p9337_s0001,False,False,0
p9338,15,14,p9338_s0001,p9338_s0015,0,2,0 1 1 2 2 1 2 1 1 1 1 1 2 2 2,p9338_s0001 p9338_s0002 p9338_s0003 p9338_s0004 p9338_s0005 p9338_s0006 p9338_s0007 p9338_s0008 p9338_s0009 p9338_s0010 p9338_s0011 p9338_s0012 p9338_s0013 p9338_s0014 p9338_s0015,False,False,0
p9339,5,4,p9339_s0001,p9339_s0005,0,2,0 1 1 2 2,p9339_s0001 p9339_s0002 p9339_s0003 p9339_s0004 p9339_s0005,False,False,0
p934,2,1,p934_s0001,p934_s0002,3,4,3 4,p934_s0001 p934_s0002,True,False,0
p9340,5,4,p9340_s0001,p9340_s0005,0,1,0 1 1 1 1,p9340_s0001 p9340_s0002 p9340_s0003 p9340_s0004 p9340_s0005,False,False,2
p9341,5,4,p9341_s0001,p9341_s0005,0,4,0 1 3 4 4,p9341_s0001 p9341_s0002 p9341_s0003 p9341_s0004 p9341_s0005,True,False,0
p9342,31,30,p9342_s0001,p9342_s0031,0,1,0 1 2 2 2 2 2 4 2 2 1 2 1 2 2 2 1 2 1 2 2 1 2 2 1 2 2 2 2 2 1,p9342_s0001 p9342_s0002 p9342_s0003 p9342_s0004 p9342_s0005 p9342_s0006 p9342_s0007 p9342_s0008 p9342_s0009 p9342_s0010 p9342_s0011 p9342_s0012 p9342_s0013 p9342_s0014 p9342_s0015 p9342_s0016 p9342_s0017 p9342_s0018 p9342_s0019 p9342_s0020 p9342_s0021 p9342_s0022 p9342_s0023 p9342_s0024 p9342_s0025 p9342_s0026 p9342_s0027 p9342_s0028 p9342_s0029 p9342_s0030 p9342_s0031,True,False,0
p9343,4,3,p9343_s0001,p9343_s0004,0,2,0 2 4 2,p9343_s0001 p9343_s0002 p9343_s0003 p9343_s0004,True,False,0
p9344,9,8,p9344_s0001,p9344_s0009,3,3,3 3 3 1 1 1 1 1 3,p9344_s0001 p9344_s0002 p9344_s0003 p9344_s0004 p9344_s0005 p9344_s0006 p9344_s0007 p9344_s0008 p9344_s0009,False,False,0
p9345,4,3,p9345_s0001,p9345_s0004,0,1,0 1 1 1,p9345_s0001 p9345_s0002 p9345_s0003 p9345_s0004,False,False,0
p9346,41,40,p9346_s0001,p9346_s0041,0,4,0 1 2 1 2 1 1 2 1 2 1 2 1 1 1 2 2 1 1 2 1 2 2 2 1 1 1 1 2 2 2 2 2 2 1 4 4 3 2 2 4,p9346_s0001 p9346_s0002 p9346_s0003 p9346_s0004 p9346_s0005 p9346_s0006 p9346_s0007 p9346_s0008 p9346_s0009 p9346_s0010 p9346_s0011 p9346_s0012 p9346_s0013 p9346_s0014 p9346_s0015 p9346_s0016 p9346_s0017 p9346_s0018 p9346_s0019 p9346_s0020 p9346_s0021 p9346_s0022 p9346_s0023 p9346_s0024 p9346_s0025 p9346_s0026 p9346_s0027 p9346_s0028 p9346_s0029 p9346_s0030 p9346_s0031 p9346_s0032 p9346_s0033 p9346_s0034 p9346_s0035 p9346_s0036 p9346_s0037 p9346_s0038 p9346_s0039 p9346_s0040 p9346_s0041,True,False,1
p9347,12,11,p9347_s0001,p9347_s0012,0,2,0 1 1 2 1 1 1 1 1 1 1 2,p9347_s0001 p9347_s0002 p9347_s0003 p9347_s0004 p9347_s0005 p9347_s0006 p9347_s0007 p9347_s0008 p9347_s0009 p9347_s0010 p9347_s0011 p9347_s0012,False,False,5
p9348,1,0,p9348_s0001,p9348_s0001,2,2,2,p9348_s0001,False,False,0
p9349,1,0,p9349_s0001,p9349_s0001,0,0,0,p9349_s0001,False,False,1
p935,3,2,p935_s0001,p935_s0003,0,2,0 1 2,p935_s0001 p935_s0002 p935_s0003,False,False,0
p9350,1,0,p9350_s0001,p9350_s0001,0,0,0,p9350_s0001,False,False,0
p9351,1,0,p9351_s0001,p9351_s0001,0,0,0,p9351_s0001,False,False,0
p9352,17,16,p9352_s0001,p9352_s0017,0,1,0 2 4 2 2 2 1 1 2 2 2 2 1 4 2 1 1,p9352_s0001 p9352_s0002 p9352_s0003 p9352_s0004 p9352_s0005 p9352_s0006 p9352_s0007 p9352_s0008 p9352_s0009 p9352_s0010 p9352_s0011 p9352_s0012 p9352_s0013 p9352_s0014 p9352_s0015 p9352_s0016 p9352_s0017,True,True,4
p9353,6,5,p9353_s0001,p9353_s0006,0,1,0 1 2 1 2 1,p9353_s0001 p9353_s0002 p9353_s0003 p9353_s0004 p9353_s0005 p9353_s0006,False,False,2
p9354,2,1,p9354_s0001,p9354_s0002,0,4,0 4,p9354_s0001 p9354_s0002,True,False,2
p9355,1,0,p9355_s0001,p9355_s0001,0,0,0,p9355_s0001,False,False,0
p9356,1,0,p9356_s0001,p9356_s0001,0,0,0,p9356_s0001,False,False,0
p9357,8,7,p9357_s0001,p9357_s0008,0,4,0 1 1 1 1 4 4 4,p9357_s0001 p9357_s0002 p9357_s0003 p9357_s0004 p9357_s0005 p9357_s0006 p9357_s0007 p9357_s0008,True,False,1
p9358,12,11,p9358_s0001,p9358_s0012,0,4,0 1 1 1 1 1 1 1 1 1 1 4,p9358_s0001 p9358_s0002 p9358_s0003 p9358_s0004 p9358_s0005 p9358_s0006 p9358_s0007 p9358_s0008 p9358_s0009 p9358_s0010 p9358_s0011 p9358_s0012,True,False,0
p9359,4,3,p9359_s0001,p9359_s0004,3,4,3 1 2 4,p9359_s0001 p9359_s0002 p9359_s0003 p9359_s0004,True,False,0
p9360,9,8,p9360_s0001,p9360_s0009,0,1,0 1 3 2 2 1 1 1 1,p9360_s0001 p9360_s0002 p9360_s0003 p9360_s0004 p9360_s0005 p9360_s0006 p9360_s0007 p9360_s0008 p9360_s0009,False,False,0
p9361,46,45,p9361_s0001,p9361_s0046,0,1,0 1 2 1 1 2 1 1 2 2 1 1 1 1 2 1 2 1 2 2 2 2 1 2 1 2 1 1 2 1 2 2 2 2 1 2 2 2 2 1 4 1 1 3 1 1,p9361_s0001 p9361_s0002 p9361_s0003 p9361_s0004 p9361_s0005 p9361_s0006 p9361_s0007 p9361_s0008 p9361_s0009 p9361_s0010 p9361_s0011 p9361_s0012 p9361_s0013 p9361_s0014 p9361_s0015 p9361_s0016 p9361_s0017 p9361_s0018 p9361_s0019 p9361_s0020 p9361_s0021 p9361_s0022 p9361_s0023 p9361_s0024 p9361_s0025 p9361_s0026 p9361_s0027 p9361_s0028 p9361_s0029 p9361_s0030 p9361_s0031 p9361_s0032 p9361_s0033 p9361_s0034 p9361_s0035 p9361_s0036 p9361_s0037 p9361_s0038 p9361_s0039 p9361_s0040 p9361_s0041 p9361_s0042 p9361_s0043 p9361_s0044 p9361_s0045 p9361_s0046,True,False,0
p9362,2,1,p9362_s0001,p9362_s0002,1,1,1 1,p9362_s0001 p9362_s0002,False,False,0
p9363,15,14,p9363_s0001,p9363_s0015,0,1,0 1 1 2 2 1 1 2 2 2 2 1 3 3 1,p9363_s0001 p9363_s0002 p9363_s0003 p9363_s0004 p9363_s0005 p9363_s0006 p9363_s0007 p9363_s0008 p9363_s0009 p9363_s0010 p9363_s0011 p9363_s0012 p9363_s0013 p9363_s0014 p9363_s0015,False,False,0
p9364,1,0,p9364_s0001,p9364_s0001,0,0,0,p9364_s0001,False,False,0
p9365,1,0,p9365_s0001,p9365_s0001,0,0,0,p9365_s0001,False,False,1
p9366,1,0,p9366_s0001,p9366_s0001,0,0,0,p9366_s0001,False,False,0
p9367,13,12,p9367_s0001,p9367_s0013,3,4,3 3 3 1 1 1 3 3 0 1 1 3 4,p9367_s0001 p9367_s0002 p9367_s0003 p9367_s0004 p9367_s0005 p9367_s0006 p9367_s0007 p9367_s0008 p9367_s0009 p9367_s0010 p9367_s0011 p9367_s0012 p9367_s0013,True,False,0
p9368,1,0,p9368_s0001,p9368_s0001,3,3,3,p9368_s0001,False,False,0
p9369,23,22,p9369_s0001,p9369_s0023,0,4,0 2 1 1 1 1 1 1 1 1 2 1 1 2 1 1 1 2 2 3 1 3 4,p9369_s0001 p9369_s0002 p9369_s0003 p9369_s0004 p9369_s0005 p9369_s0006 p9369_s0007 p9369_s0008 p9369_s0009 p9369_s0010 p9369_s0011 p9369_s0012 p9369_s0013 p9369_s0014 p9369_s0015 p9369_s0016 p9369_s0017 p9369_s0018 p9369_s0019 p9369_s0020 p9369_s0021 p9369_s0022 p9369_s0023,True,False,0
p937,12,11,p937_s0001,p937_s0012,0,2,0 1 3 1 1 1 1 1 1 2 3 2,p937_s0001 p937_s0002 p937_s0003 p937_s0004 p937_s0005 p937_s0006 p937_s0007 p937_s0008 p937_s0009 p937_s0010 p937_s0011 p937_s0012,False,False,0
p9370,1,0,p9370_s0001,p9370_s0001,2,2,2,p9370_s0001,False,False,0
p9371,2,1,p9371_s0001,p9371_s0002,0,1,0 1,p9371_s0001 p9371_s0002,False,False,0
p9372,4,3,p9372_s0001,p9372_s0004,0,4,0 1 1 4,p9372_s0001 p9372_s0002 p9372_s0003 p9372_s0004,True,False,0
p9373,1,0,p9373_s0001,p9373_s0001,0,0,0,p9373_s0001,False,False,0
p9374,19,18,p9374_s0001,p9374_s0019,0,3,0 2 2 4 2 3 2 3 3 3 3 2 3 3 3 3 3 2 3,p9374_s0001 p9374_s0002 p9374_s0003 p9374_s0004 p9374_s0005 p9374_s0006 p9374_s0007 p9374_s0008 p9374_s0009 p9374_s0010 p9374_s0011 p9374_s0012 p9374_s0013 p9374_s0014 p9374_s0015 p9374_s0016 p9374_s0017 p9374_s0018 p9374_s0019,True,False,0
p9375,1,0,p9375_s0001,p9375_s0001,0,0,0,p9375_s0001,False,False,0
p9376,1,0,p9376_s0001,p9376_s0001,0,0,0,p9376_s0001,False,False,0
p9377,9,8,p9377_s0001,p9377_s0009,0,4,0 2 1 1 2 1 1 1 4,p9377_s0001 p9377_s0002 p9377_s0003 p9377_s0004 p9377_s0005 p9377_s0006 p9377_s0007 p9377_s0008 p9377_s0009,True,False,9
p9378,1,0,p9378_s0001,p9378_s0001,0,0,0,p9378_s0001,False,False,0
p9379,8,7,p9379_s0001,p9379_s0008,0,2,0 1 1 3 1 1 1 2,p9379_s0001 p9379_s0002 p9379_s0003 p9379_s0004 p9379_s0005 p9379_s0006 p9379_s0007 p9379_s0008,False,False,8
p938,1,0,p938_s0001,p938_s0001,4,4,4,p938_s0001,True,False,0
p9381,3,2,p9381_s0001,p9381_s0003,2,1,2 2 1,p9381_s0001 p9381_s0002 p9381_s0003,False,False,3
p9382,1,0,p9382_s0001,p9382_s0001,0,0,0,p9382_s0001,False,False,0
p9383,2,1,p9383_s0001,p9383_s0002,0,1,0 1,p9383_s0001 p9383_s0002,False,False,0
p9384,1,0,p9384_s0001,p9384_s0001,4,4,4,p9384_s0001,True,False,0
p9385,1,0,p9385_s0001,p9385_s0001,0,0,0,p9385_s0001,False,False,1
p9386,1,0,p9386_s0001,p9386_s0001,2,2,2,p9386_s0001,False,False,0
p9387,1,0,p9387_s0001,p9387_s0001,0,0,0,p9387_s0001,False,False,0
p9388,1,0,p9388_s0001,p9388_s0001,2,2,2,p9388_s0001,False,False,1
p9389,11,10,p9389_s0001,p9389_s0011,0,4,0 2 1 1 1 1 1 2 2 4 4,p9389_s0001 p9389_s0002 p9389_s0003 p9389_s0004 p9389_s0005 p9389_s0006 p9389_s0007 p9389_s0008 p9389_s0009 p9389_s0010 p9389_s0011,True,False,1
p939,18,17,p939_s0001,p939_s0018,0,4,0 2 1 3 2 4 1 2 2 1 1 2 2 2 2 1 2 4,p939_s0001 p939_s0002 p939_s0003 p939_s0004 p939_s0005 p939_s0006 p939_s0007 p939_s0008 p939_s0009 p939_s0010 p939_s0011 p939_s0012 p939_s0013 p939_s0014 p939_s0015 p939_s0016 p939_s0017 p939_s0018,True,False,0
p9390,1,0,p9390_s0001,p9390_s0001,0,0,0,p9390_s0001,False,False,0
p9391,27,26,p9391_s0001,p9391_s0027,0,1,0 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 3 2 3 2 3 3 3 4 4 4 1,p9391_s0001 p9391_s0002 p9391_s0003 p9391_s0004 p9391_s0005 p9391_s0006 p9391_s0007 p9391_s0008 p9391_s0009 p9391_s0010 p9391_s0011 p9391_s0012 p9391_s0013 p9391_s0014 p9391_s0015 p9391_s0016 p9391_s0017 p9391_s0018 p9391_s0019 p9391_s0020 p9391_s0021 p9391_s0022 p9391_s0023 p9391_s0024 p9391_s0025 p9391_s0026 p9391_s0027,True,False,0
p9392,1,0,p9392_s0001,p9392_s0001,0,0,0,p9392_s0001,False,False,1
p9393,5,4,p9393_s0001,p9393_s0005,0,1,0 1 1 2 1,p9393_s0001 p9393_s0002 p9393_s0003 p9393_s0004 p9393_s0005,False,False,0
p9394,11,10,p9394_s0001,p9394_s0011,0,4,0 1 1 2 1 3 1 1 1 3 4,p9394_s0001 p9394_s0002 p9394_s0003 p9394_s0004 p9394_s0005 p9394_s0006 p9394_s0007 p9394_s0008 p9394_s0009 p9394_s0010 p9394_s0011,True,False,0
p9395,15,14,p9395_s0001,p9395_s0015,0,4,0 1 1 2 1 1 1 1 2 1 1 1 1 2 4,p9395_s0001 p9395_s0002 p9395_s0003 p9395_s0004 p9395_s0005 p9395_s0006 p9395_s0007 p9395_s0008 p9395_s0009 p9395_s0010 p9395_s0011 p9395_s0012 p9395_s0013 p9395_s0014 p9395_s0015,True,False,7
p9396,16,15,p9396_s0001,p9396_s0016,2,1,2 1 4 4 1 2 1 1 4 4 1 2 4 4 1 1,p9396_s0001 p9396_s0002 p9396_s0003 p9396_s0004 p9396_s0005 p9396_s0006 p9396_s0007 p9396_s0008 p9396_s0009 p9396_s0010 p9396_s0011 p9396_s0012 p9396_s0013 p9396_s0014 p9396_s0015 p9396_s0016,True,False,0
p9397,1,0,p9397_s0001,p9397_s0001,2,2,2,p9397_s0001,False,False,0
p9398,5,4,p9398_s0001,p9398_s0005,0,1,0 1 3 2 1,p9398_s0001 p9398_s0002 p9398_s0003 p9398_s0004 p9398_s0005,False,False,3
p9399,9,8,p9399_s0001,p9399_s0009,0,4,0 1 2 1 1 1 1 3 4,p9399_s0001 p9399_s0002 p9399_s0003 p9399_s0004 p9399_s0005 p9399_s0006 p9399_s0007 p9399_s0008 p9399_s0009,True,False,1
p94,13,12,p94_s0001,p94_s0013,0,4,0 1 3 2 1 1 1 2 1 1 1 4 4,p94_s0001 p94_s0002 p94_s0003 p94_s0004 p94_s0005 p94_s0006 p94_s0007 p94_s0008 p94_s0009 p94_s0010 p94_s0011 p94_s0012 p94_s0013,True,False,1
p940,5,4,p940_s0001,p940_s0005,0,2,0 1 1 1 2,p940_s0001 p940_s0002 p940_s0003 p940_s0004 p940_s0005,False,False,2
p9400,35,34,p9400_s0001,p9400_s0035,0,4,0 3 2 3 1 1 2 1 3 3 3 2 2 2 1 1 1 2 1 1 1 2 2 2 1 1 1 2 2 2 1 4 4 4 4,p9400_s0001 p9400_s0002 p9400_s0003 p9400_s0004 p9400_s0005 p9400_s0006 p9400_s0007 p9400_s0008 p9400_s0009 p9400_s0010 p9400_s0011 p9400_s0012 p9400_s0013 p9400_s0014 p9400_s0015 p9400_s0016 p9400_s0017 p9400_s0018 p9400_s0019 p9400_s0020 p9400_s0021 p9400_s0022 p9400_s0023 p9400_s0024 p9400_s0025 p9400_s0026 p9400_s0027 p9400_s0028 p9400_s0029 p9400_s0030 p9400_s0031 p9400_s0032 p9400_s0033 p9400_s0034 p9400_s0035,True,False,4
p9401,3,2,p9401_s0001,p9401_s0003,0,4,0 1 4,p9401_s0001 p9401_s0002 p9401_s0003,True,False,0
p9402,1,0,p9402_s0001,p9402_s0001,0,0,0,p9402_s0001,False,False,0
p9403,3,2,p9403_s0001,p9403_s0003,4,4,4 4 4,p9403_s0001 p9403_s0002 p9403_s0003,True,False,0
p9404,1,0,p9404_s0001,p9404_s0001,2,2,2,p9404_s0001,False,False,1
p9405,13,12,p9405_s0001,p9405_s0013,0,4,0 2 1 3 1 1 1 1 3 2 4 4 4,p9405_s0001 p9405_s0002 p9405_s0003 p9405_s0004 p9405_s0005 p9405_s0006 p9405_s0007 p9405_s0008 p9405_s0009 p9405_s0010 p9405_s0011 p9405_s0012 p9405_s0013,True,False,1
p9406,3,2,p9406_s0001,p9406_s0003,0,2,0 1 2,p9406_s0001 p9406_s0002 p9406_s0003,False,False,0
p9407,11,10,p9407_s0001,p9407_s0011,4,2,4 1 1 1 1 2 1 2 1 2 2,p9407_s0001 p9407_s0002 p9407_s0003 p9407_s0004 p9407_s0005 p9407_s0006 p9407_s0007 p9407_s0008 p9407_s0009 p9407_s0010 p9407_s0011,True,False,8
p9408,13,12,p9408_s0001,p9408_s0013,0,2,0 2 1 2 2 1 2 1 1 1 1 2 2,p9408_s0001 p9408_s0002 p9408_s0003 p9408_s0004 p9408_s0005 p9408_s0006 p9408_s0007 p9408_s0008 p9408_s0009 p9408_s0010 p9408_s0011 p9408_s0012 p9408_s0013,False,False,0
p9409,1,0,p9409_s0001,p9409_s0001,0,0,0,p9409_s0001,False,False,0
p941,1,0,p941_s0001,p941_s0001,4,4,4,p941_s0001,True,False,0
p9410,15,14,p9410_s0001,p9410_s0015,3,4,3 1 1 1 1 1 1 1 1 1 1 1 3 3 4,p9410_s0001 p9410_s0002 p9410_s0003 p9410_s0004 p9410_s0005 p9410_s0006 p9410_s0007 p9410_s0008 p9410_s0009 p9410_s0010 p9410_s0011 p9410_s0012 p9410_s0013 p9410_s0014 p9410_s0015,True,False,1
p9411,1,0,p9411_s0001,p9411_s0001,3,3,3,p9411_s0001,False,False,0
p9412,2,1,p9412_s0001,p9412_s0002,0,1,0 1,p9412_s0001 p9412_s0002,False,False,0
p9413,1,0,p9413_s0001,p9413_s0001,0,0,0,p9413_s0001,False,False,0
p9414,3,2,p9414_s0001,p9414_s0003,0,2,0 1 2,p9414_s0001 p9414_s0002 p9414_s0003,False,False,3
p9415,19,18,p9415_s0001,p9415_s0019,0,2,0 1 1 1 2 1 1 1 1 1 1 2 2 1 1 1 2 1 2,p9415_s0001 p9415_s0002 p9415_s0003 p9415_s0004 p9415_s0005 p9415_s0006 p9415_s0007 p9415_s0008 p9415_s0009 p9415_s0010 p9415_s0011 p9415_s0012 p9415_s0013 p9415_s0014 p9415_s0015 p9415_s0016 p9415_s0017 p9415_s0018 p9415_s0019,False,False,2
p9416,10,9,p9416_s0001,p9416_s0010,0,1,0 4 1 2 1 2 1 1 1 1,p9416_s0001 p9416_s0002 p9416_s0003 p9416_s0004 p9416_s0005 p9416_s0006 p9416_s0007 p9416_s0008 p9416_s0009 p9416_s0010,True,False,0
p9417,2,1,p9417_s0001,p9417_s0002,0,2,0 2,p9417_s0001 p9417_s0002,False,False,0
p9418,8,7,p9418_s0001,p9418_s0008,0,4,0 1 1 1 1 1 1 4,p9418_s0001 p9418_s0002 p9418_s0003 p9418_s0004 p9418_s0005 p9418_s0006 p9418_s0007 p9418_s0008,True,False,4
p9419,9,8,p9419_s0001,p9419_s0009,3,4,3 1 1 1 2 2 1 1 4,p9419_s0001 p9419_s0002 p9419_s0003 p9419_s0004 p9419_s0005 p9419_s0006 p9419_s0007 p9419_s0008 p9419_s0009,True,False,8
p942,14,13,p942_s0001,p942_s0014,0,2,0 1 2 3 1 4 1 1 2 2 4 2 1 2,p942_s0001 p942_s0002 p942_s0003 p942_s0004 p942_s0005 p942_s0006 p942_s0007 p942_s0008 p942_s0009 p942_s0010 p942_s0011 p942_s0012 p942_s0013 p942_s0014,True,False,0
p9420,14,13,p9420_s0001,p9420_s0014,0,1,0 1 2 2 1 1 2 1 2 2 1 1 2 1,p9420_s0001 p9420_s0002 p9420_s0003 p9420_s0004 p9420_s0005 p9420_s0006 p9420_s0007 p9420_s0008 p9420_s0009 p9420_s0010 p9420_s0011 p9420_s0012 p9420_s0013 p9420_s0014,False,False,3
p9421,3,2,p9421_s0001,p9421_s0003,0,1,0 2 1,p9421_s0001 p9421_s0002 p9421_s0003,False,False,0
p9422,19,18,p9422_s0001,p9422_s0019,0,1,0 1 1 1 0 1 4 1 1 1 1 1 1 1 1 1 1 1 1,p9422_s0001 p9422_s0002 p9422_s0003 p9422_s0004 p9422_s0005 p9422_s0006 p9422_s0007 p9422_s0008 p9422_s0009 p9422_s0010 p9422_s0011 p9422_s0012 p9422_s0013 p9422_s0014 p9422_s0015 p9422_s0016 p9422_s0017 p9422_s0018 p9422_s0019,True,False,0
p9423,23,22,p9423_s0001,p9423_s0023,0,4,0 2 2 1 1 2 1 2 2 1 2 2 1 1 2 1 4 1 4 2 2 1 4,p9423_s0001 p9423_s0002 p9423_s0003 p9423_s0004 p9423_s0005 p9423_s0006 p9423_s0007 p9423_s0008 p9423_s0009 p9423_s0010 p9423_s0011 p9423_s0012 p9423_s0013 p9423_s0014 p9423_s0015 p9423_s0016 p9423_s0017 p9423_s0018 p9423_s0019 p9423_s0020 p9423_s0021 p9423_s0022 p9423_s0023,True,False,0
p9424,17,16,p9424_s0001,p9424_s0017,0,4,0 1 1 1 2 1 2 1 0 3 1 2 1 1 1 4 4,p9424_s0001 p9424_s0002 p9424_s0003 p9424_s0004 p9424_s0005 p9424_s0006 p9424_s0007 p9424_s0008 p9424_s0009 p9424_s0010 p9424_s0011 p9424_s0012 p9424_s0013 p9424_s0014 p9424_s0015 p9424_s0016 p9424_s0017,True,False,1
p9425,82,81,p9425_s0001,p9425_s0082,0,4,0 2 2 2 2 2 2 1 1 2 2 2 3 2 1 2 2 1 1 2 2 1 2 1 2 1 1 1 1 1 2 1 1 2 2 2 2 2 2 1 2 1 2 1 1 1 2 2 1 2 2 2 2 2 1 2 1 2 2 2 1 1 2 2 2 2 2 2 3 2 1 1 1 1 2 2 1 2 2 1 2 4,p9425_s0001 p9425_s0002 p9425_s0003 p9425_s0004 p9425_s0005 p9425_s0006 p9425_s0007 p9425_s0008 p9425_s0009 p9425_s0010 p9425_s0011 p9425_s0012 p9425_s0013 p9425_s0014 p9425_s0015 p9425_s0016 p9425_s0017 p9425_s0018 p9425_s0019 p9425_s0020 p9425_s0021 p9425_s0022 p9425_s0023 p9425_s0024 p9425_s0025 p9425_s0026 p9425_s0027 p9425_s0028 p9425_s0029 p9425_s0030 p9425_s0031 p9425_s0032 p9425_s0033 p9425_s0034 p9425_s0035 p9425_s0036 p9425_s0037 p9425_s0038 p9425_s0039 p9425_s0040 p9425_s0041 p9425_s0042 p9425_s0043 p9425_s0044 p9425_s0045 p9425_s0046 p9425_s0047 p9425_s0048 p9425_s0049 p9425_s0050 p9425_s0051 p9425_s0052 p9425_s0053 p9425_s0054 p9425_s0055 p9425_s0056 p9425_s0057 p9425_s0058 p9425_s0059 p9425_s0060 p9425_s0061 p9425_s0062 p9425_s0063 p9425_s0064 p9425_s0065 p9425_s0066 p9425_s0067 p9425_s0068 p9425_s0069 p9425_s0070 p9425_s0071 p9425_s0072 p9425_s0073 p9425_s0074 p9425_s0075 p9425_s0076 p9425_s0077 p9425_s0078 p9425_s0079 p9425_s0080 p9425_s0081 p9425_s0082,True,False,1
p9426,2,1,p9426_s0001,p9426_s0002,2,1,2 1,p9426_s0001 p9426_s0002,False,False,0
